conso_id;annee;conso_agri;conso_indu;conso_tert;conso_resi;conso_autre;conso_totale;code_dep
293;2014;0;10476;6689;16520;0;33685;38
294;2014;0;4206;9402;15559;0;29167;38
345;2015;25776;2035076;1488451;3485362;8510;7043174;38
376;2015;0;7537;7034;16250;0;30821;38
377;2015;0;0;0;0;29713;29713;38
378;2015;0;0;0;785;0;785;38
498;2016;0;0;36;723;88;847;38
499;2016;0;24;254;2737;127;3142;38
500;2016;0;0;35;701;30;766;38
627;2017;12;0;153;638;0;803;38
628;2017;0;87;365;3104;0;3556;38
629;2017;22;17185;3689;17120;0;38016;38
645;2017;1;1058;1411;1935;0;4405;38
667;2017;0;1968199;498251;0;0;2466450;38
715;2018;48958;1821576;2165062;2777895;91655;6905148;38
834;2019;46353;1598879;2099797;2791098;74939;6611065;38
867;2019;395;215066;479443;321995;0;1016899;38
1004;2020;0;2367459;326902;0;0;2694361;38
1117;2021;0;2522310;265293;0;0;2787603;38
1242;2012;0;1866186;491486;0;0;2357672;38
1278;2013;19780;2060524;1448218;3700820;10465;7239807;38
1299;2013;0;0;123;774;0;897;38
1300;2013;0;3777;9763;16252;0;29792;38
1301;2013;0;0;86;826;0;912;38
1310;2013;0;0;12452;13522;0;25974;38
1385;2014;0;0;0;0;6667;6667;38
1386;2014;0;0;0;0;9721;9721;38
1395;2014;0;0;0;0;21602;21602;38
1422;2014;0;1900543;518308;0;0;2418851;38
1475;2015;0;90050;552884;257102;0;900036;38
1480;2015;0;0;0;0;10022;10022;38
1481;2015;0;9661;3506;30100;0;43267;38
1482;2015;0;0;0;0;3105;3105;38
1579;2016;0;0;100;7713;1114;8927;38
1580;2016;20;499;1712;15859;1848;19938;38
1670;2017;25872;1935271;1629318;3536101;112;7126674;38
1696;2017;0;918;1321;4924;0;7164;38
1697;2017;1351;7517;16002;22459;0;47329;38
1698;2017;0;1;71;740;0;812;38
1846;2018;0;2371525;347078;0;0;2718603;38
2000;2020;55568;1550379;1974025;2860499;22700;6463170;38
2033;2020;65;109525;347285;317631;189835;964342;38
2119;2021;46946;1661082;2034487;2989387;9269;6741172;38
2153;2021;0;0;0;0;0;0;38
2262;2011;0;0;2277;4382;0;6659;38
2263;2011;0;0;103;738;0;841;38
2264;2011;0;3561;8505;15156;0;27222;38
2265;2011;0;0;79;707;0;786;38
2271;2011;0;0;2615;1935;0;4550;38
2315;2012;0;0;2420;4715;0;7135;38
2316;2012;0;0;112;725;0;837;38
2317;2012;0;0;1867;8107;0;9974;38
2318;2012;0;0;405;2839;0;3244;38
2319;2012;0;10359;7547;17567;0;35473;38
2320;2012;0;0;78;767;0;845;38
2325;2012;0;0;2815;2011;0;4826;38
2409;2013;0;11365;17002;24785;0;53152;38
2410;2013;0;10173;7722;18040;0;35935;38
2416;2013;0;0;2889;2117;0;5006;38
2502;2014;0;0;0;857;0;857;38
2503;2014;0;0;0;789;0;789;38
2512;2014;0;0;0;0;3824;3824;38
2609;2015;0;0;0;851;0;851;38
2610;2015;0;0;0;0;10253;10253;38
2625;2015;0;0;0;0;20391;20391;38
2628;2015;0;0;0;0;3930;3930;38
2655;2015;0;1814656;509145;0;0;2323801;38
2702;2016;25202;2050999;1481671;3585330;2569;7145771;38
2725;2016;0;90050;552884;257102;0;900036;38
2731;2016;0;106;667;4242;239;5254;38
2732;2016;0;129;978;21766;8141;31014;38
2733;2016;0;0;594;15588;4076;20258;38
2740;2016;0;63;651;12224;4153;17091;38
2741;2016;0;0;102;1860;506;2468;38
2759;2016;0;1883140;461574;0;0;2344715;38
2817;2017;0;39919;17212;387272;456705;901108;38
2821;2017;28;210;1596;7991;0;9825;38
2822;2017;996;8748;8445;12360;0;30549;38
2936;2018;551;127796;553781;328958;0;1011086;38
3069;2019;0;2532014;327100;0;0;2859114;38
3254;2021;1430;136569;415903;318672;74280;946854;38
309;2014;0;982544;28133;0;0;1010676;39
395;2015;202;0;10003;7818;909;18932;39
592;2017;4680;523074;293087;842259;61;1663161;39
668;2017;0;1007307;26965;0;0;1034272;39
1005;2020;0;895730;16479;0;0;912210;39
1062;2021;32615;500468;415113;682054;3987;1634237;39
1164;2011;3481;518302;265267;803998;856;1591903;39
1279;2013;3950;502892;280664;873406;474;1661387;39
1555;2016;4273;514134;282007;861190;361;1661964;39
1600;2016;220;0;10288;7724;1300;19533;39
1619;2016;0;907095;27939;0;0;935034;39
1784;2018;36842;520336;387366;633395;42433;1620373;39
1827;2018;190;574;9622;8414;1168;19968;39
1950;2019;0;1003768;24163;0;0;1027930;39
2001;2020;30201;477011;395955;639798;6099;1549064;39
2295;2012;3778;508870;273906;852770;658;1639982;39
2342;2012;0;781739;30261;0;0;812001;39
2435;2013;0;872252;29418;0;0;901671;39
2478;2014;4028;496888;271469;800093;472;1572950;39
2583;2015;4312;508271;279537;820699;278;1613097;39
2656;2015;0;974292;30401;0;0;1004693;39
2837;2017;215;0;10697;7811;1250;19973;39
2964;2018;0;974859;24543;0;0;999402;39
3010;2019;28931;520395;384114;636291;37720;1607450;39
3046;2019;0;7231;0;7092;4069;18392;39
3158;2020;202;6664;2929;7603;212;17610;39
3270;2021;241;1359;8582;8632;739;19552;39
3293;2021;0;948249;18266;0;0;966515;39
17;2011;118776;699308;574607;1495743;1035;2889469;40
82;2012;124409;709924;607623;1620757;1541;3064253;40
109;2012;293;4977;16803;18291;894;41258;40
149;2012;0;850233;47944;0;0;898177;40
371;2015;196;5158;19833;16207;743;42137;40
416;2015;0;706332;44629;0;0;750961;40
621;2017;862;7143;4819;14618;1372;28814;40
782;2018;0;683836;53805;0;0;737641;40
946;2020;181119;613084;834583;1327754;15359;2971900;40
966;2020;0;0;0;12649;20345;32994;40
1084;2021;631;11526;2302;14554;7815;36828;40
1118;2021;0;663140;58263;0;0;721403;40
1331;2013;0;662584;48490;0;0;711074;40
1384;2014;157;5229;20689;14515;851;41441;40
1423;2014;0;747046;46248;0;0;793294;40
1556;2016;119350;637144;655676;1632732;829;3045731;40
1671;2017;95914;570323;649436;1631781;434;2947888;40
1893;2019;159156;634012;824048;1312782;92810;3022807;40
2070;2020;0;626764;43611;0;0;670375;40
2120;2021;146729;627306;874042;1402706;13659;3064441;40
2260;2011;172;5792;10983;14379;951;32277;40
2385;2013;105116;721929;614988;1645001;1643;3088678;40
2406;2013;241;5255;16907;14398;923;37724;40
2479;2014;99489;647852;607168;1528602;1247;2884358;40
2584;2015;113455;625013;636370;1577670;1047;2953555;40
2724;2016;1;0;3;37;0;42;40
2760;2016;0;698182;39274;0;0;737456;40
2860;2017;0;691012;41058;0;0;732070;40
2910;2018;161324;545242;876990;1337620;98495;3019671;40
2933;2018;1234;7475;4988;14640;1328;29665;40
3070;2019;0;695048;46493;0;0;741542;40
18;2011;63683;432733;409735;1155786;1568;2063504;41
83;2012;45610;421515;423016;1240422;1505;2132068;41
417;2015;0;186886;37623;0;0;224508;41
535;2016;0;195898;34487;0;0;230384;41
593;2017;58950;411357;431751;1196355;120;2098533;41
716;2018;81853;429366;555595;964740;45739;2077293;41
835;2019;86741;403923;580850;965362;40293;2077170;41
1063;2021;70463;406895;585882;1037723;1062;2102025;41
1280;2013;52074;425689;430709;1273176;1420;2183069;41
1424;2014;0;186464;38179;0;0;224643;41
1455;2015;67916;424590;419659;1181656;975;2094797;41
1557;2016;57538;426793;419775;1242944;1228;2148279;41
1738;2017;0;175734;35662;0;0;211396;41
1951;2019;0;65761;31318;0;0;97079;41
2071;2020;0;43431;26083;0;0;69514;41
2148;2021;0;0;0;0;0;0;41
2196;2021;0;46389;30213;0;0;76602;41
2343;2012;0;199842;39615;0;0;239457;41
2436;2013;0;188473;36860;0;0;225333;41
2480;2014;44820;413104;412556;1143431;1481;2015391;41
2965;2018;0;195214;31305;0;0;226519;41
3117;2020;92473;391050;561303;967158;2103;2014088;41
3192;2020;0;0;0;0;0;0;41
19;2011;5852;1237912;868398;1976832;1285;4090280;42
84;2012;6082;1236500;892547;2088101;1465;4224695;42
150;2012;0;132398;21959;0;0;154357;42
233;2013;0;117796;22523;0;0;140319;42
269;2014;6883;1214937;869350;1970258;1158;4062586;42
418;2015;0;102861;21606;0;0;124467;42
836;2019;46206;1216806;1154808;1549963;80004;4047786;42
897;2019;0;210920;16434;0;0;227354;42
1064;2021;47969;1271001;1152355;1666773;6558;4144655;42
1281;2013;6470;1242847;917612;2139734;1496;4308159;42
1425;2014;0;124979;21253;0;0;146232;42
1672;2017;8440;1142413;907018;2055222;263;4113355;42
1739;2017;0;210004;18110;0;0;228114;42
2072;2020;0;182483;13979;0;0;196463;42
2197;2021;0;196371;15525;0;0;211896;42
2585;2015;7286;1248209;887678;2028631;983;4172787;42
2703;2016;7737;1249746;891756;2081968;575;4231782;42
2761;2016;0;114313;18794;0;0;133108;42
2911;2018;47468;1206010;1172089;1544321;91862;4061748;42
2966;2018;0;225744;15958;0;0;241702;42
3118;2020;48026;1164425;1108074;1592209;14646;3927381;42
177;2013;11104;613168;208242;783204;227;1615946;43
717;2018;48160;635875;313382;559957;45770;1603145;43
837;2019;49582;658526;307973;564857;36028;1616966;43
1085;2021;0;0;0;0;0;0;43
1363;2014;10198;617893;194265;722237;724;1545316;43
1558;2016;8792;653045;195125;760130;108;1617201;43
1673;2017;10623;662316;193073;749376;0;1615388;43
2002;2020;43355;672705;301977;572573;4645;1595256;43
2238;2011;10630;612330;191207;716193;220;1530580;43
2296;2012;10380;613963;205095;761259;427;1591123;43
2586;2015;8485;639856;196988;739049;339;1584716;43
3221;2021;43241;705229;318997;608506;2158;1678131;43
270;2014;63048;1360350;1833813;4015102;2673;7274986;44
470;2016;67948;1400220;1891172;4324727;2581;7686647;44
594;2017;70834;1407639;1931877;4238324;1178;7649851;44
669;2017;0;693332;73699;0;0;767031;44
783;2018;0;730050;73948;0;0;803998;44
898;2019;0;675839;73549;0;0;749387;44
1165;2011;64828;1339399;1707499;3958201;2586;7072513;44
1243;2012;0;684297;75847;0;0;760145;44
1332;2013;0;620775;74796;0;0;695571;44
1785;2018;160895;1470882;2458948;3384634;211296;7686655;44
1894;2019;171094;1468703;2442101;3383376;181872;7647146;44
2003;2020;177150;1373522;2445774;3414870;11879;7423196;44
2073;2020;0;786648;60023;0;0;846671;44
2121;2021;178701;1411858;2542725;3642846;8577;7784707;44
2198;2021;0;462862;69663;0;0;532525;44
2297;2012;64721;1366587;1805677;4243848;3290;7484124;44
2386;2013;66600;1385960;1871341;4407709;3834;7735444;44
2538;2014;0;711598;72047;0;0;783645;44
2587;2015;65468;1382052;1849437;4133462;2784;7433202;44
2657;2015;0;637711;75105;0;0;712816;44
2762;2016;0;683804;72092;0;0;755896;44
85;2012;71035;860424;960930;2150143;14171;4056703;45
151;2012;0;425154;135345;0;0;560499;45
346;2015;100431;838100;976909;2059407;45584;4020431;45
419;2015;0;393992;135175;0;0;529167;45
595;2017;76511;883175;1027562;2076946;240;4064433;45
807;2018;27341;113172;47948;151681;12170;352312;45
1147;2021;23117;117881;57782;158267;1065;358112;45
1333;2013;0;416146;136181;0;0;552327;45
1559;2016;78124;903460;991165;2152721;2004;4127474;45
1740;2017;0;316174;134465;0;0;450638;45
1766;2017;0;98995;0;161928;50973;311896;45
1895;2019;118846;883446;1256015;1659381;94869;4012557;45
1952;2019;0;235139;128612;0;0;363751;45
2004;2020;130654;822886;1250345;1671656;4513;3880054;45
2100;2020;41753;110901;53680;148489;923;355746;45
2199;2021;0;226469;122330;0;0;348799;45
2239;2011;98342;834775;942244;2009791;51659;3936811;45
2387;2013;70882;850935;991406;2214463;48604;4176290;45
2481;2014;58375;859269;950881;1988060;7897;3864481;45
2539;2014;0;405766;134094;0;0;539860;45
2763;2016;0;356321;130036;0;0;486357;45
2779;2016;0;46319;0;160421;49521;256261;45
2912;2018;109965;879651;1255473;1649878;142275;4037242;45
2967;2018;0;309143;127702;0;0;436846;45
3098;2019;37146;119608;57069;150021;5161;369005;45
3176;2020;0;224964;112361;0;0;337325;45
3222;2021;93921;882627;1284002;1786874;2537;4049961;45
20;2011;7346;184801;179368;662064;860;1034439;46
152;2012;0;0;22980;0;0;22980;46
234;2013;0;0;20286;0;0;20286;46
310;2014;0;0;18901;0;0;18901;46
347;2015;7980;206455;188405;683603;279;1086721;46
471;2016;7927;206289;189874;705368;1507;1110965;46
596;2017;8017;204053;197618;708849;0;1118537;46
670;2017;0;0;14931;0;0;14931;46
1065;2021;30093;218937;286386;594168;1186;1130771;46
1364;2014;7252;196477;179913;666036;367;1050044;46
1510;2015;0;0;18611;0;0;18611;46
1620;2016;0;0;17265;0;0;17265;46
1786;2018;31435;224484;275910;559187;17959;1108975;46
1896;2019;31799;226979;277588;557781;14580;1108727;46
2005;2020;30680;209166;271414;557239;1996;1070495;46
2074;2020;0;0;7937;0;0;7937;46
2298;2012;7577;190105;185943;710737;739;1095100;46
2388;2013;7297;198335;187644;728989;575;1122839;46
2968;2018;0;0;9750;0;0;9750;46
3071;2019;0;0;10119;0;0;10119;46
3294;2021;0;0;9554;0;0;9554;46
86;2012;45278;362286;445119;1241770;1737;2096192;47
311;2014;0;2779;22151;0;0;24930;47
348;2015;46186;362195;460918;1199856;1132;2070287;47
472;2016;45459;356541;471000;1228045;2156;2103202;47
899;2019;0;14;20072;0;0;20086;47
947;2020;102088;377243;633118;954893;9817;2077159;47
1166;2011;43640;360909;432570;1163323;1444;2001884;47
1511;2015;0;824;22446;0;0;23269;47
1897;2019;98952;408447;609537;947085;49648;2113668;47
2122;2021;91301;392738;644725;1004501;7775;2141039;47
2344;2012;0;7274;22137;0;0;29411;47
2389;2013;41806;365113;448895;1269992;2123;2127930;47
2437;2013;0;2847;23213;0;0;26060;47
2482;2014;39767;357055;448940;1162018;1654;2009434;47
2764;2016;0;368;21574;0;0;21942;47
2800;2017;44571;374652;469788;1221175;0;2110187;47
2861;2017;0;757;20741;0;0;21498;47
2913;2018;98672;392832;602212;957565;62683;2113964;47
2969;2018;0;641;21296;0;0;21936;47
3177;2020;0;95;15223;0;0;15318;47
3295;2021;0;13;20458;0;0;20471;47
21;2011;4643;53314;80055;269970;50;408031;48
235;2013;0;31043;3562;0;0;34605;48
420;2015;0;57832;972;0;0;58805;48
473;2016;2393;60121;88199;286597;0;437310;48
671;2017;0;58192;1632;0;0;59824;48
838;2019;18444;70253;144185;196970;7693;437546;48
1119;2021;0;50390;2332;0;0;52722;48
1282;2013;3875;58454;86195;295201;50;443774;48
1426;2014;0;43099;1067;0;0;44167;48
1456;2015;2375;56684;84911;274464;42;418476;48
1674;2017;3055;59234;91740;283362;0;437391;48
2075;2020;0;40941;1281;0;0;42222;48
2123;2021;18163;68429;152185;210851;291;449919;48
2299;2012;4637;53971;83779;286747;50;429184;48
2345;2012;0;29161;5489;0;0;34650;48
2483;2014;2291;56614;82689;271538;47;413180;48
2765;2016;0;37507;7634;0;0;45141;48
2914;2018;17405;69781;142362;196055;7785;433387;48
2970;2018;0;37911;5884;0;0;43795;48
3072;2019;0;42031;3057;0;0;45087;48
3119;2020;17720;67041;141366;198460;533;425120;48
87;2012;134510;957855;1016473;2585171;1410;4695419;49
153;2012;0;183871;60318;0;0;244189;49
178;2013;138177;961847;1039417;2664252;1244;4804938;49
236;2013;0;180869;56301;0;0;237170;49
271;2014;135878;939840;1007408;2402470;1126;4486723;49
373;2015;0;25;0;249;1;275;49
474;2016;146908;954605;1029352;2582850;867;4714582;49
495;2016;0;29;0;248;1;278;49
570;2016;0;0;0;2436;108;2543;49
597;2017;146375;965179;1016670;2516409;55;4644688;49
693;2017;130;0;9;2201;131;2470;49
839;2019;265598;1006941;1293856;1961323;92884;4620602;49
900;2019;0;214469;47525;0;0;261994;49
948;2020;268307;983895;1245623;1973374;14122;4485321;49
1066;2021;251648;1035953;1324475;2095166;4024;4711266;49
1167;2011;138181;955328;987917;2418706;1408;4501539;49
1427;2014;0;168991;55717;0;0;224708;49
1621;2016;0;195913;54541;0;0;250454;49
1694;2017;0;0;0;273;0;273;49
1807;2018;0;0;0;279;0;279;49
1977;2019;114;0;0;2572;102;2788;49
2076;2020;0;208809;33425;0;0;242234;49
2101;2020;174;0;30;2152;205;2561;49
2588;2015;143809;936322;1024455;2475701;789;4581077;49
2658;2015;0;199634;58411;0;0;258045;49
2678;2015;0;0;0;2276;181;2457;49
2862;2017;0;205556;53819;0;0;259375;49
2915;2018;254978;991929;1286381;1964276;127615;4625180;49
2971;2018;0;209508;51734;0;0;261242;49
2991;2018;76;0;0;2406;105;2587;49
3028;2019;0;0;0;264;0;264;49
3141;2020;0;0;0;235;0;235;49
3252;2021;0;0;0;230;0;230;49
3296;2021;0;216423;39958;0;0;256381;49
3321;2021;158;0;44;2382;203;2787;49
237;2013;0;538016;11998;0;0;550014;50
272;2014;35134;574708;550947;1871594;357;3032741;50
312;2014;0;524079;10801;0;0;534880;50
421;2015;0;508778;10910;0;0;519688;50
536;2016;0;508781;10939;0;0;519720;50
718;2018;172152;623830;782057;1519162;43459;3140660;50
816;2019;0;0;39;0;0;39;50
1168;2011;32791;551925;546287;1882744;712;3014459;50
1244;2012;0;562224;12201;0;0;574425;50
1283;2013;33629;573584;572104;2090228;607;3270152;50
1457;2015;35261;583778;554986;1937955;225;3112205;50
1675;2017;38309;589054;567432;1948699;0;3143493;50
1953;2019;0;774719;10863;0;0;785582;50
1985;2020;0;0;34;0;0;34;50
2006;2020;182951;581355;766217;1529927;20772;3081222;50
2106;2021;0;0;33;0;0;33;50
2300;2012;32932;558797;563354;2023521;597;3179201;50
2704;2016;37140;585002;573528;2000386;544;3196599;50
2863;2017;0;490658;11011;0;0;501668;50
2972;2018;0;502976;10855;0;0;513831;50
3011;2019;176404;569776;789967;1513838;79985;3129969;50
3178;2020;0;654833;9002;0;0;663836;50
3223;2021;180034;630023;801357;1612368;19931;3243712;50
3297;2021;0;688157;8006;0;0;696163;50
154;2012;0;110484;86918;0;0;197402;51
179;2013;37676;1396898;941633;1921393;4745;4302345;51
238;2013;0;120582;80321;0;0;200903;51
273;2014;39604;1391587;898132;1714965;3517;4047805;51
475;2016;40260;1352043;954996;1833382;829;4181510;51
1006;2020;0;240232;49133;0;0;289365;51
1512;2015;0;100893;73814;0;0;174706;51
1622;2016;0;103076;72510;0;0;175587;51
1741;2017;0;148088;72560;0;0;220648;51
1898;2019;98552;1236957;1167293;1343894;137312;3984007;51
2124;2021;100498;1273165;1203986;1413256;2135;3993040;51
2240;2011;38025;1397403;896164;1744486;4520;4080598;51
2301;2012;37959;1385387;923875;1863317;4868;4215407;51
2540;2014;0;107149;74044;0;0;181193;51
2589;2015;41927;1374049;937281;1762764;3605;4119626;51
2801;2017;46740;1313320;952585;1792992;152;4105789;51
2916;2018;97528;1286523;1158512;1342158;85766;3970488;51
2973;2018;0;251445;67893;0;0;319338;51
3073;2019;0;239028;69457;0;0;308484;51
3120;2020;100051;1208305;1131366;1336716;3356;3779792;51
3298;2021;0;217889;56575;0;0;274464;51
155;2012;0;32628;34131;0;0;66758;52
313;2014;0;36813;32573;0;0;69386;52
476;2016;5902;524844;235369;560772;332;1327219;52
537;2016;0;34538;29124;0;0;63662;52
598;2017;6169;490783;286855;552493;3;1336304;52
719;2018;20751;553276;305068;404405;14742;1298241;52
805;2018;0;0;0;23460;7591;31051;52
919;2019;0;0;0;25848;5899;31747;52
1035;2020;0;0;0;25829;5560;31389;52
1458;2015;5711;514915;230542;546789;499;1298455;52
1513;2015;0;33614;33680;0;0;67295;52
1648;2016;0;0;0;22903;9994;32898;52
1742;2017;0;32879;29204;0;0;62082;52
1764;2017;0;0;0;22770;6126;28896;52
1847;2018;0;31891;27778;0;0;59670;52
1899;2019;21344;519822;310085;400403;22442;1274096;52
2007;2020;22716;472871;300888;398282;982;1195739;52
2125;2021;23121;533767;321670;420849;437;1299844;52
2200;2021;0;28043;29073;0;0;57116;52
2220;2021;1846;4151;1544;29852;6350;43742;52
2241;2011;5708;553061;219595;551376;1015;1330754;52
2302;2012;5971;523327;223692;581164;903;1335056;52
2390;2013;6220;523193;227367;591971;747;1349498;52
2438;2013;0;36635;31539;0;0;68174;52
2484;2014;6025;523255;221909;534098;581;1285868;52
2677;2015;0;0;0;23216;9855;33071;52
3074;2019;0;31101;26852;0;0;57953;52
3179;2020;0;26287;27724;0;0;54011;52
180;2013;27686;736331;324546;1181232;489;2270286;53
477;2016;31387;717649;318536;1140595;402;2208569;53
720;2018;148803;723367;458485;799787;40708;2171150;53
784;2018;0;204838;10141;0;0;214979;53
1120;2021;0;210978;9393;0;0;220371;53
1206;2012;27237;701943;322915;1145024;239;2197359;53
1245;2012;0;186277;37068;0;0;223345;53
1428;2014;0;194818;34901;0;0;229719;53
1514;2015;0;193330;34549;0;0;227879;53
1623;2016;0;201311;44127;0;0;245439;53
1676;2017;34080;707124;333483;1101814;20;2176522;53
1743;2017;0;202391;23749;0;0;226140;53
1900;2019;149421;723631;440865;803893;55532;2173343;53
2126;2021;152888;730274;466047;855627;2743;2207580;53
2242;2011;27448;705226;314564;1070562;72;2117872;53
2439;2013;0;203514;36409;0;0;239923;53
2485;2014;29129;739547;309704;1067707;27;2146114;53
2590;2015;28785;724304;314161;1092027;176;2159453;53
3075;2019;0;204426;9414;0;0;213840;53
3121;2020;153276;689352;448045;798802;4184;2093659;53
3180;2020;0;201424;8239;0;0;209663;53
42;2011;0;5395;0;5585;0;10980;54
114;2012;0;4853;0;5767;0;10620;54
349;2015;11347;557005;964285;2080599;1659;3614895;54
538;2016;0;1403615;130468;0;0;1534083;54
871;2019;0;0;0;5340;0;5340;54
901;2019;0;1423274;104212;0;0;1527486;54
975;2020;0;0;0;5757;0;5757;54
1007;2020;0;1314566;80035;0;0;1394601;54
1093;2021;0;0;0;5410;92;5502;54
1169;2011;9486;528095;951151;2062521;2319;3553571;54
1207;2012;9958;528763;969743;2186687;2796;3697947;54
1284;2013;10618;536257;982512;2222571;2403;3754361;54
1302;2013;0;4853;0;5767;0;10620;54
1365;2014;11508;518887;934730;2016679;2812;3484616;54
1787;2018;31221;555330;1274397;1617710;62569;3541227;54
1848;2018;0;1420749;151780;0;0;1572528;54
2201;2021;0;1398105;101156;0;0;1499260;54
2346;2012;0;1462235;174744;0;0;1636980;54
2440;2013;0;1477142;200121;0;0;1677263;54
2504;2014;0;575;0;5635;0;6210;54
2541;2014;0;1436674;145958;0;0;1582632;54
2613;2015;0;35;0;5660;0;5695;54
2659;2015;0;1425582;128234;0;0;1553816;54
2705;2016;11027;558205;968653;2139851;2130;3679867;54
2802;2017;10693;541981;979556;2098799;94;3631123;54
2864;2017;0;1400783;140941;0;0;1541724;54
2939;2018;0;0;0;5340;0;5340;54
3012;2019;33521;536455;1265985;1620827;51698;3508486;54
3122;2020;35973;493055;1217911;1630901;4140;3381981;54
3224;2021;36182;544744;1261747;1714544;2762;3559979;54
22;2011;6994;380263;202220;617624;411;1207512;55
88;2012;7256;380183;203003;651159;393;1241994;55
156;2012;0;127694;100536;0;0;228229;55
239;2013;0;133814;97362;0;0;231176;55
314;2014;0;133650;95526;0;0;229176;55
672;2017;0;119242;92689;0;0;211931;55
785;2018;0;112493;88062;0;0;200554;55
949;2020;36299;381623;273996;465054;1085;1158056;55
1008;2020;0;106963;63923;0;0;170887;55
1121;2021;0;118617;72814;0;0;191431;55
1366;2014;7707;377916;199449;602012;164;1187248;55
1459;2015;7772;379094;200208;618014;224;1205311;55
1788;2018;40033;345242;302253;469408;29815;1186752;55
1901;2019;34685;376270;282828;469584;29389;1192757;55
2391;2013;7471;377349;205852;663587;265;1254525;55
2660;2015;0;143024;94711;0;0;237735;55
2706;2016;7659;383581;203632;633845;499;1229216;55
2766;2016;0;143237;90817;0;0;234054;55
2803;2017;8673;388947;211967;621342;0;1230928;55
3076;2019;0;110756;88950;0;0;199706;55
3225;2021;36388;396403;291518;490262;679;1215251;55
422;2015;0;142527;19854;0;0;162381;56
840;2019;233003;1141325;1292786;2124263;79282;4870659;56
1009;2020;0;66574;15912;0;0;82486;56
1067;2021;233774;1214446;1300677;2302178;6344;5057419;56
1170;2011;107465;1029525;875798;2490076;468;4503332;56
1367;2014;115474;1088477;922333;2529496;553;4656333;56
1560;2016;121555;1081128;938002;2706525;32095;4879304;56
1624;2016;0;145754;19553;0;0;165307;56
1677;2017;119400;1097726;956326;2656718;24;4830196;56
1744;2017;0;130170;21362;0;0;151532;56
1849;2018;0;116619;20905;0;0;137524;56
2008;2020;237071;1170505;1242900;2149311;8433;4808219;56
2303;2012;109575;1049457;918593;2674641;641;4752906;56
2347;2012;0;146705;21559;0;0;168263;56
2392;2013;114576;1070434;938341;2779461;653;4903466;56
2441;2013;0;144179;20679;0;0;164858;56
2542;2014;0;142791;19908;0;0;162699;56
2591;2015;114567;1091273;921244;2597808;234;4725127;56
2917;2018;232370;1134343;1271300;2114863;97594;4850471;56
3077;2019;0;82603;20435;0;0;103039;56
3299;2021;0;80930;19665;0;0;100595;56
89;2012;6045;752934;584859;1900621;1887;3246347;57
106;2012;0;0;0;0;18405;18405;57
108;2012;0;34164;8710;26834;0;69708;57
123;2012;0;1461;837;5959;0;8257;57
181;2013;6299;745333;585724;1949002;2991;3289349;57
199;2013;0;0;0;0;17406;17406;57
219;2013;0;0;5193;8958;0;14151;57
288;2014;0;34810;8742;25866;0;69418;57
367;2015;0;0;0;0;16507;16507;57
368;2015;0;167;711;3;0;881;57
370;2015;0;35603;9130;25991;0;70724;57
490;2016;0;0;0;0;79056;79056;57
491;2016;0;0;0;0;16026;16026;57
493;2016;0;115314;0;32445;0;147759;57
503;2016;9;7283;7645;10925;1903;27765;57
518;2016;0;0;7513;9086;0;16599;57
599;2017;8115;651930;612703;1863007;17;3135773;57
619;2017;0;4564;16919;16123;0;37606;57
620;2017;0;0;0;0;15318;15318;57
721;2018;63150;578494;867501;1476316;57317;3042778;57
735;2018;0;16959;686;12155;4322;34123;57
736;2018;0;10874;13862;31683;19670;76089;57
737;2018;0;0;0;13467;1551;15018;57
740;2018;0;80908;30359;24613;5484;141364;57
745;2018;0;0;0;14069;7311;21380;57
749;2018;0;0;183;12947;14377;27507;57
759;2018;0;707;200;6459;563;7928;57
813;2018;5132;434556;429049;733074;54127;1655938;57
841;2019;28558;649889;821465;1490507;64891;3055309;57
857;2019;0;9431;14337;31275;15561;70605;57
858;2019;0;0;0;13233;1613;14846;57
860;2019;0;0;0;5733;3153;8886;57
862;2019;0;80878;30347;24624;5422;141271;57
869;2019;0;0;0;13940;6608;20548;57
882;2019;0;553;906;8532;2133;12124;57
887;2019;0;354;1699;18996;83;21132;57
928;2019;0;0;0;0;0;0;57
929;2019;4188;391754;408888;743034;73386;1621250;57
963;2020;0;59;410;4188;0;4657;57
965;2020;0;69141;37350;30759;8353;145603;57
973;2020;0;0;172;13795;6392;20359;57
1042;2020;3139;335667;558569;553105;101671;1552150;57
1081;2021;0;3519;22071;28659;214768;269017;57
1102;2021;0;593;2687;6012;2826;12118;57
1122;2021;0;2033996;145804;0;0;2179800;57
1184;2011;0;0;0;0;10431;10431;57
1192;2011;0;0;4217;8855;0;13072;57
1221;2012;0;0;0;0;10145;10145;57
1233;2012;0;0;4990;8408;0;13398;57
1246;2012;0;2357042;132887;0;0;2489929;57
1264;2013;0;0;0;0;0;0;57
1297;2013;0;9814;5525;10656;972;26967;57
1298;2013;0;0;0;0;10191;10191;57
1334;2013;0;2374222;133389;0;0;2507610;57
1351;2014;0;0;0;0;0;0;57
1381;2014;0;0;0;0;76324;76324;57
1382;2014;0;0;0;0;16290;16290;57
1383;2014;0;0;0;0;9566;9566;57
1398;2014;0;268;881;5433;0;6582;57
1460;2015;7611;710509;577135;1852645;2100;3149999;57
1470;2015;0;11954;5395;10203;955;28507;57
1471;2015;0;0;0;0;79145;79145;57
1472;2015;0;4092;16851;16635;0;37578;57
